	SRR8134496	SRR8134484	SRR8134499	SRR8134480	SRR8134485	SRR8134483	SRR8134482	SRR8134481	SRR8134500	SRR8134497	SRR8134501	SRR8134498
ENSG00000223742	0	0	0	0	3	0	0	0	0	0	0	0
IL1RAPL1	0	4	2	9	5	5	2	8	0	0	0	0
H3P43	5	0	1	0	0	1	0	0	6	1	0	2
ENSG00000201666	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237994	0	0	0	0	3	0	1	1	0	0	0	0
RNA5SP500	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000227393	0	0	0	2	1	4	0	0	0	0	0	0
MIR4666B	0	0	0	1	0	0	0	0	0	0	0	0
PIGFP3	0	0	0	0	1	0	0	1	0	0	0	0
PCDH19	2	2	0	4	16	15	6	3	1	0	0	0
TSPAN6	24	16	9	19	25	14	9	11	62	11	28	10
NXF4	0	1	0	2	4	3	4	0	1	0	0	0
ENSG00000270050	0	14	2	22	29	21	16	33	2	0	0	2
LINC00630	38	50	32	60	112	84	54	100	36	23	32	23
ENSG00000239407	18	2	2	2	2	2	0	1	6	5	14	10
RAB40AL	0	0	2	0	0	1	0	0	1	0	3	1
ENSG00000234050	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000286846	1	4	3	1	18	4	0	11	2	4	6	0
NUDT19P2	0	0	0	0	0	0	1	0	0	0	0	0
BEX1	4	0	10	1	0	0	1	0	2	1	0	2
NXF3	0	4	0	6	3	5	2	1	0	0	0	0
ENSG00000226241	1	1	3	1	3	2	0	0	2	0	3	2
TCEAL7	0	0	0	2	8	4	2	0	0	2	0	0
ENSG00000238049	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL9	89	8	42	23	31	39	14	21	43	51	51	35
BEX3	14	1	114	0	4	2	3	2	54	19	78	62
ENSG00000281091	13	16	8	15	39	32	15	31	16	5	12	7
ENSG00000234405	11	0	6	4	2	7	6	8	8	2	5	7
RAB40A	14	5	12	4	6	5	2	12	16	11	11	7
ENSG00000287619	1	18	0	18	25	16	10	23	0	1	0	0
IL1RAPL2	0	4	0	1	3	3	2	9	0	0	0	0
PHB1P10	3	1	0	1	2	1	1	0	3	0	2	2
RPL18AP14	0	2	1	3	7	1	1	0	1	0	0	1
TEX13A	0	2	0	0	0	1	1	0	0	0	0	0
KCTD9P2	8	0	3	1	3	0	0	1	5	6	3	4
RNU6-207P	0	0	0	0	0	0	0	0	0	0	0	0
NRK	0	9	5	13	23	20	6	11	0	0	0	0
SERPINA7	0	3	0	4	5	3	2	1	0	0	0	0
CD99P1	0	0	0	0	0	0	0	0	0	0	0	0
GYG2	0	5	1	2	2	8	1	1	0	0	0	0
UBE2NL	9	1	0	0	2	0	0	0	13	7	5	7
PIM2	7512	80	4525	127	187	180	85	202	6664	8181	8108	2957
NANOGNBP3	1	0	2	1	2	2	1	1	1	3	1	1
RPL21P132	1	3	0	1	3	1	0	3	2	0	0	0
PPIAP90	3	1	0	3	0	0	0	0	3	0	0	1
GLA	1030	28	416	52	88	73	46	65	1239	489	496	699
TCEAL6	3	0	2	0	1	0	0	1	1	0	2	6
FAM223A	0	0	0	0	0	0	0	0	0	0	0	0
FAM223B	1	0	0	0	0	0	0	0	0	1	0	0
UXT	1990	6	978	12	24	13	9	7	2172	1148	1168	1540
CCDC120	205	22	222	50	72	46	23	43	193	294	288	151
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
MIR363	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0	0	0	0	0
CRLF2	0	0	0	0	0	0	0	0	0	0	0	0
CA5BP1	56	30	47	40	72	72	29	59	59	48	44	48
CA5B	79	135	70	182	340	241	139	334	86	109	92	38
ENSG00000289237	0	46	0	46	95	64	39	53	0	0	0	0
ENSG00000290686	0	0	0	2	2	0	0	0	0	0	0	0
XAGE5	0	0	0	1	1	2	0	1	0	0	0	0
ETS2P1	0	1	0	1	1	4	3	6	0	0	0	0
SAGE1	0	4	0	5	7	2	9	1	0	0	0	0
CD99L2	1846	32	727	45	74	55	45	86	1826	1006	974	1303
RPL12P50	22	0	6	0	0	0	0	0	29	5	10	21
RNA5SP525	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290892	0	0	0	0	0	0	0	1	0	0	0	0
GABRA3	0	4	0	1	1	6	4	7	0	0	0	0
RNU6-764P	0	0	0	0	0	0	0	1	0	0	0	0
MIR105-1	0	0	0	0	0	1	0	0	0	0	0	0
MIR767	0	0	0	0	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P8	0	0	0	0	3	1	0	0	0	0	0	0
MAGEA3-DT	0	1	0	0	0	2	0	1	0	0	0	0
CSAG4	1	1	0	1	0	0	1	1	0	0	0	0
ENSG00000283638	1	55	0	53	117	64	27	55	3	0	0	1
AR	3	4	1	6	14	18	4	6	1	2	2	0
KDM6A	753	264	443	373	639	582	285	447	656	560	608	461
STAG2	2656	193	1406	306	489	372	166	411	2106	1999	1800	1348
ENSG00000254207	2	3	0	2	0	1	0	1	1	0	0	0
ENSG00000275427	0	0	0	0	5	7	2	5	0	0	0	0
ENSG00000271248	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000281961	0	0	0	1	0	3	1	1	0	0	0	0
ENSG00000286969	0	2	0	0	6	1	0	4	0	0	0	0
ENSG00000255437	2	1	1	4	0	0	0	0	1	0	1	4
ENSG00000253280	0	1	0	1	0	3	0	2	0	0	0	0
ENSG00000280215	0	0	0	0	0	0	0	0	0	0	0	0
MTND4P7	0	2	0	0	1	2	1	0	0	0	0	0
ENSG00000253496	0	2	0	2	5	16	3	6	0	0	0	0
ENSG00000253262	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000282686	0	0	0	4	1	7	1	1	0	0	0	0
ENSG00000282692	0	1	1	0	1	0	1	2	0	0	0	3
ENSG00000253166	0	0	0	2	0	0	0	0	0	0	0	0
RPL23AP53	31	1	12	5	9	1	1	10	21	18	28	20
ENSG00000260721	0	1	0	1	0	5	0	1	0	0	0	0
ENSG00000287740	0	1	6	1	0	5	2	4	0	0	0	7
DLGAP2-AS1	0	2	0	3	11	5	1	9	1	0	0	0
ENSG00000253125	160	20	157	40	67	75	42	70	76	103	96	113
ENSG00000255076	0	2	0	1	4	2	1	0	0	0	0	0
RPL23AP54	0	0	0	1	0	0	0	0	0	0	0	0
TMEM97P2	0	1	0	0	5	0	0	0	0	0	0	0
BTF3P3	2	0	1	1	3	2	1	3	3	1	1	1
PEBP4	4	9	1	12	34	29	15	12	5	4	2	8
OR6R2P	0	0	0	0	1	1	0	3	0	0	0	0
EIF4EP5	2	0	1	1	0	1	0	0	4	0	0	2
ENSG00000254160	0	1	0	0	2	1	0	0	0	0	0	0
ENSG00000253896	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279919	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000253189	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000253184	0	1	0	1	2	1	2	0	0	0	0	0
ENSG00000285861	0	0	0	1	1	3	1	0	0	0	0	0
LINC03023	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000253880	0	0	0	4	2	6	0	4	0	0	0	0
ENSG00000253855	0	1	0	0	2	2	3	1	0	0	0	1
SEPTIN14P8	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253510	0	2	0	6	4	4	1	9	0	0	0	0
ENSG00000288580	0	2	12	1	12	6	7	0	0	0	2	6
GFRA2	0	9	8	9	13	19	12	10	0	0	1	2
DLC1	13	11	21	20	26	41	25	31	12	2	6	30
ENSG00000254575	0	0	0	2	1	3	1	0	0	0	0	0
SGCZ	0	8	0	7	16	14	6	14	0	0	0	0
ENSG00000282375	0	2	0	5	5	5	0	1	0	0	0	0
ENSG00000287812	226	340	146	513	902	1021	429	681	192	140	155	198
ENSG00000254260	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253162	0	0	0	0	3	1	0	1	0	0	0	0
ENSG00000286346	0	3	0	6	6	6	3	15	0	1	0	0
ENSG00000254007	0	2	0	1	4	5	0	3	0	0	0	0
ENSG00000253853	4	36	52	22	86	217	94	24	16	3	7	64
CNOT7	1759	96	1077	115	255	196	119	179	1743	1141	1282	1268
ENSG00000255365	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000251034	78	61	22	54	121	106	54	69	65	28	35	33
WBP1LP3	0	0	0	0	0	0	0	0	0	0	0	0
LINC02099	0	38	0	57	90	65	49	50	1	4	0	0
ENSG00000250316	0	5	0	9	10	5	5	13	0	0	0	0
ENSG00000286934	0	7	0	4	9	13	4	10	0	0	0	0
ENSG00000253444	0	0	0	0	1	0	1	2	1	0	0	2
EGR3	200	30	353	29	62	67	30	72	165	301	410	151
EBF2	0	10	1	9	14	20	5	18	0	0	0	0
ERICH1	777	45	476	76	116	90	36	74	756	543	577	478
ENSG00000261026	0	10	0	25	22	23	12	25	3	4	1	0
VPS37A	485	110	333	198	319	268	147	217	509	306	374	348
C8orf48	1	1	2	4	2	2	3	6	1	2	0	1
LINC03021	1	10	1	9	33	19	10	12	11	0	7	1
ENSG00000248235	0	0	0	0	0	0	0	0	0	0	0	0
STC1	0	8	0	2	14	14	4	6	1	0	0	0
TRIM35	1080	80	639	98	211	138	74	140	1244	657	706	890
ENSG00000254193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273876	0	1	0	0	0	0	0	0	0	0	0	0
MTND6P19	0	0	0	0	0	0	1	0	0	0	0	0
MAK16	622	115	295	150	238	195	115	236	590	341	337	362
ENSG00000282759	0	0	0	0	0	0	0	0	0	0	0	0
HMBOX1	426	233	402	306	558	507	233	455	401	431	393	337
ENSG00000254753	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000271118	0	0	0	2	0	2	0	0	0	0	0	0
LINC03021	3	89	101	39	277	399	192	43	80	4	66	110
ENSG00000253604	0	1	0	4	3	4	1	3	0	0	1	0
ENSG00000272256	2	46	3	53	100	92	40	84	2	3	4	1
ENSG00000275461	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000253632	1	145	1	175	319	244	101	286	1	4	4	1
ENSG00000249213	0	1	0	3	13	11	6	8	0	0	0	0
ENSG00000253452	0	15	1	9	20	31	11	22	0	0	0	1
FUT10	326	36	179	50	75	73	48	61	400	201	187	275
ENSG00000253610	0	0	0	3	0	0	0	1	0	0	0	0
UNC5D	0	12	0	22	40	22	10	30	0	0	1	1
MRPL49P2	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000280147	0	8	0	9	10	19	1	16	0	0	0	0
ENSG00000253557	0	1	0	9	16	5	1	20	0	0	0	0
LINC02153	0	3	0	6	7	5	2	12	0	0	0	0
MSR1	0	8	1	16	19	20	11	16	0	1	0	0
DNAJB6P2	2	1	0	0	6	1	0	2	2	0	0	2
ENSG00000253932	0	3	1	7	10	12	8	10	0	0	0	0
DPYSL2	635	188	740	180	326	254	159	217	825	783	855	663
ENSG00000287152	0	0	0	0	0	4	0	1	0	0	0	0
ENSG00000288110	0	3	0	1	12	11	0	10	0	0	0	0
ENSG00000282142	2	3	16	4	2	13	5	3	19	0	4	18
LINC02209	0	5	0	14	13	24	3	13	0	0	0	0
ENSG00000253377	2	5	0	2	5	3	3	6	0	0	2	0
ENSG00000253100	0	5	0	4	14	7	5	12	1	0	0	0
ENSG00000278256	0	0	0	0	0	0	0	0	0	0	0	0
HSPA8P13	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000253620	0	0	0	0	0	0	0	0	0	1	0	0
ADAM7-AS1	0	30	0	37	39	59	39	38	1	0	1	0
ENSG00000254309	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000253396	0	1	0	4	0	1	1	0	0	0	0	0
ENSG00000253746	1	5	0	4	1	4	1	0	5	0	2	1
SLC25A37	541	61	403	91	105	104	57	81	646	522	708	370
ENSG00000253899	9	2	11	3	0	0	1	2	10	15	6	8
ENSG00000253888	0	1	0	2	2	6	0	3	0	0	0	0
ENSG00000253571	0	1	0	2	0	4	0	1	0	0	0	0
MBOAT4	2	2	0	5	7	11	6	7	2	3	0	0
ENSG00000282160	0	0	0	0	3	0	0	2	0	0	0	0
ENSG00000253108	0	0	0	2	1	0	1	2	0	0	0	0
DOCK5	51	65	44	153	148	109	80	145	51	36	35	36
ENSG00000253232	0	1	0	2	0	5	1	0	0	0	0	0
SINHCAFP3	0	1	1	2	1	2	0	9	0	0	0	0
LINC02948	0	4	0	8	8	12	3	10	1	1	0	0
HMBOX1-IT1	0	1	0	4	0	1	3	1	0	0	0	0
CCT3P1	0	0	0	4	0	5	1	5	0	0	0	0
HMGB1P23	0	4	0	2	7	3	0	5	0	0	0	0
ENSG00000254069	0	0	0	1	0	2	0	3	0	0	0	0
ENSG00000253993	7	0	4	1	2	2	0	0	6	2	10	8
ENSG00000254061	0	4	0	2	4	6	1	11	0	0	2	0
RPL10P18	1	0	0	0	1	0	1	1	2	0	0	2
ENSG00000254425	0	0	0	0	0	2	0	0	0	0	0	0
LEPROTL1	656	92	361	108	178	165	69	125	675	457	454	432
ENSG00000254320	0	0	0	0	4	0	0	0	0	0	0	0
ADRA1A	0	6	0	9	16	22	9	10	3	0	1	1
DUSP26	1	5	0	10	9	10	3	7	2	2	2	0
MTND5P41	0	2	0	0	0	0	0	0	0	0	0	0
NKX3-1	19	10	18	12	30	16	10	6	36	5	10	31
ENSG00000285977	0	2	0	1	1	2	0	0	0	0	0	0
ENSG00000279099	0	3	0	3	0	4	1	0	0	0	0	0
ENSG00000253524	0	0	0	2	2	0	1	1	0	0	0	0
ENSG00000240519	0	1	0	0	6	0	0	1	0	0	0	0
ENSG00000254362	0	12	0	31	23	13	4	30	0	0	0	0
ENSG00000248738	0	6	10	14	42	29	11	15	1	6	7	9
ENSG00000248964	0	9	2	9	13	8	11	12	0	0	1	0
RPL17P33	7	6	4	7	18	12	4	5	6	0	1	9
RPL21P80	26	0	4	0	0	0	0	1	20	2	3	11
ENSG00000287166	1	2	2	1	4	3	5	4	2	0	11	2
LOXL2	95	25	17	45	51	24	9	78	64	60	37	9
LINC00589	0	13	0	19	23	14	9	16	0	0	1	0
RPL10AP2	209	3	136	1	6	0	0	1	187	123	119	108
ENSG00000253200	44	0	42	5	3	2	4	5	43	56	63	27
ENSG00000254067	0	10	0	2	16	7	7	12	0	0	0	0
PAICSP4	63	0	26	0	5	1	1	1	51	19	31	40
RPL23P10	0	1	0	0	0	1	1	2	0	0	0	0
ENSG00000285601	7	76	4	59	151	122	40	125	9	0	14	1
MTCYBP19	0	2	0	3	0	0	0	4	0	0	0	0
ENSG00000272338	11	3	7	4	10	2	4	4	7	9	9	9
PSME2P5	1	4	0	2	2	3	3	2	1	0	0	1
ZDHHC2	255	36	237	55	86	81	29	69	240	266	279	203
ENSG00000188512	5	0	1	0	0	0	0	0	2	1	1	3
ENSG00000285669	24	11	7	8	27	27	6	14	18	29	12	21
ENSG00000279881	0	1	0	6	9	3	3	1	0	0	0	0
ENSG00000253206	1	2	0	3	3	4	0	1	0	0	0	0
PCMTD1	293	69	382	73	147	147	60	131	226	420	417	147
ENSG00000253903	0	1	0	0	2	7	1	0	0	0	0	0
VENTXP5	0	1	0	3	0	2	0	0	0	0	0	0
ENSG00000254491	0	2	0	0	0	0	4	1	0	0	0	0
MTND6P20	0	1	0	0	3	1	1	1	0	0	0	0
BNIP3L	1386	68	2537	102	219	157	75	123	753	2322	2995	358
LINC03054	0	1	0	0	0	0	1	4	0	0	0	0
KIF13B	1350	74	794	70	143	130	56	128	1302	1160	1008	962
LOXL2-AS1	2	49	0	36	76	73	26	64	2	5	1	3
ENSG00000253330	15	9	13	7	16	14	6	18	12	7	2	6
ENSG00000254165	7	36	7	52	86	79	39	83	13	12	1	7
ENSG00000272375	4	1	3	2	6	7	3	2	3	2	2	3
ENSG00000254033	0	0	0	2	1	0	0	1	0	0	0	0
ENSG00000253142	0	0	0	1	3	11	1	1	0	0	0	0
SNX18P27	0	1	0	3	1	1	0	1	0	0	0	0
IDI1P2	0	1	0	2	3	0	0	6	0	0	0	0
ENSG00000233109	1	4	1	0	1	0	1	2	0	2	0	3
ENSG00000287590	0	2	0	4	2	4	0	0	0	0	3	0
ENSG00000286693	0	2	0	8	11	4	5	10	0	0	0	0
ENSG00000253642	0	3	0	8	2	6	5	13	0	0	0	0
COX6B1P4	0	1	0	0	1	1	0	1	0	0	0	0
DCTN6	260	2	214	4	6	7	5	3	248	187	262	172
PPP2R2A	1706	204	1063	275	404	421	182	395	1650	1180	1263	1122
ENTPD4-DT	1	2	1	0	5	8	1	2	2	1	0	0
ENSG00000253354	0	3	0	4	4	7	0	3	0	0	0	0
MAP2K1P1	107	1	63	1	8	5	1	7	119	106	93	70
ENTPD4	1282	35	492	37	89	75	37	86	1114	924	899	586
ENSG00000272024	1	0	1	0	3	4	1	0	4	0	2	2
SPIDR	835	54	514	53	159	64	42	85	887	573	627	557
ENSG00000253300	2	4	0	8	9	4	1	5	0	0	0	0
ATP6V1G1P2	0	3	0	2	3	0	1	0	0	0	0	0
LSM12P1	199	0	105	0	1	0	0	0	212	131	127	139
ENSG00000253380	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000253139	0	1	0	1	6	2	2	1	0	0	0	0
SIRLNT	0	2	0	2	3	0	1	9	0	0	0	0
LINC00293	0	10	0	7	19	26	8	33	0	0	0	0
ENSG00000253986	0	2	0	1	0	1	1	1	0	0	0	0
LINC01289	1	5	0	12	19	14	8	17	0	1	0	1
MAPK6P4	6	6	3	1	5	2	2	3	9	3	12	5
RPS15AP24	288	1	91	0	0	2	1	2	291	101	98	203
ENSG00000253961	2	2	0	3	9	7	2	7	2	2	2	0
ENSG00000254222	0	1	0	3	2	1	3	3	0	0	0	0
SLC20A2	399	107	225	151	191	169	94	169	475	257	244	289
ENSG00000272076	1	1	0	1	5	1	1	4	1	0	4	0
ENSG00000253319	0	0	0	0	0	0	0	0	0	0	0	0
SH2D4A	216	16	38	31	45	21	15	42	118	118	103	39
PSAT1P1	0	0	1	2	0	0	3	2	2	0	0	0
RFPL4AP7	0	0	0	0	2	0	0	1	0	0	0	0
ENSG00000285992	0	3	0	4	10	0	0	8	0	0	0	0
NDUFA5P12	0	0	0	0	1	3	0	0	0	0	0	0
ENSG00000253363	0	5	0	9	9	3	7	9	1	0	0	0
ENSG00000253342	0	0	0	0	1	0	2	0	0	0	0	0
RPL29P19	2	0	2	2	0	0	0	0	6	2	2	2
ENSG00000253430	0	2	2	0	1	5	0	2	0	0	0	0
ENSG00000254194	0	1	0	2	2	1	1	7	0	0	0	0
ENSG00000253664	0	1	0	0	2	1	1	0	0	0	0	0
RPL6P22	10	0	0	3	2	0	0	0	24	4	3	22
ENSG00000278428	0	0	0	0	0	0	1	0	0	0	0	0
LINC02947	17	5	33	4	9	18	8	9	38	13	23	38
ENSG00000254145	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000286798	0	1	0	3	13	5	1	4	0	0	0	0
PNMA2	0	6	3	9	17	18	7	12	1	1	4	0
ENSG00000253879	0	5	0	5	14	2	1	19	0	0	0	0
ENSG00000253483	0	0	0	2	0	0	0	0	6	4	2	2
ENSG00000269924	1	2	4	1	6	4	5	6	6	5	13	7
LYN	7024	156	4001	169	309	295	151	294	6342	5006	4874	4746
CYCSP22	0	7	0	1	2	1	0	1	0	0	0	0
ENSG00000253803	0	0	0	2	4	1	0	1	0	0	0	0
ENSG00000253198	0	0	0	0	0	1	0	0	0	0	0	0
SNTG1	0	8	0	26	42	27	18	21	0	0	0	0
ENSG00000253475	0	2	0	2	9	2	2	8	0	0	5	0
SARAF	1550	46	1253	49	110	73	37	79	1723	1488	1768	1083
BUD31P1	0	0	0	0	4	1	0	0	0	0	0	0
ENSG00000253608	0	2	0	7	11	20	4	6	0	0	0	0
CYP7B1	682	51	444	165	133	177	88	165	366	430	281	424
ENSG00000253670	0	1	0	0	6	1	1	0	0	0	0	0
ENSG00000253892	0	0	0	0	1	2	0	1	0	0	0	0
CA8	10	11	0	21	34	26	11	21	16	3	4	4
ENSG00000248347	0	5	0	4	16	7	4	6	0	0	0	0
RPL37P6	230	0	62	1	1	0	0	1	239	66	102	163
ASNSP4	1	2	1	1	3	0	0	0	1	0	0	3
ENSG00000253817	0	5	2	4	22	16	5	5	0	0	0	0
ENSG00000253708	0	0	1	0	0	2	0	3	0	2	1	2
KCTD9P6	11	3	2	5	0	2	1	3	5	2	5	6
ENSG00000253317	4	5	3	3	6	3	1	4	4	6	5	1
RNF122	343	73	208	84	126	126	51	114	294	454	427	136
ENSG00000275115	0	2	0	0	0	0	0	1	1	0	0	0
ENSG00000253474	0	16	0	11	18	10	3	16	0	0	0	0
ENSG00000253484	0	0	0	4	3	0	0	0	0	0	0	0
ENSG00000279858	0	5	0	1	5	2	0	0	0	0	0	0
ENSG00000253190	0	193	1	319	447	359	202	403	0	2	0	0
ENSG00000253205	0	22	0	27	17	10	6	19	0	0	0	0
ENSG00000287844	0	4	0	8	4	14	3	4	0	0	0	0
ENSG00000270328	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000253711	1	0	0	1	1	2	2	0	0	2	0	0
ADAM5	0	4	0	13	16	7	4	14	0	0	0	0
LINC00588	0	4	0	9	16	5	9	7	0	0	0	0
ENSG00000253688	0	2	0	4	2	6	1	0	0	0	0	0
ZMAT4	0	1	0	7	14	11	5	11	0	0	0	0
CRISPLD1	0	7	0	12	18	18	2	15	0	0	0	3
R3HCC1	800	50	441	70	87	66	51	82	960	691	762	507
ENSG00000254131	1	5	0	4	2	4	0	5	0	3	0	0
NEFM	1	1	0	2	9	2	2	3	8	0	3	0
ENSG00000254001	0	1	0	0	2	2	0	2	0	0	0	0
PEX2	2245	459	1135	703	1052	773	429	930	2282	1262	1260	1738
LINC03023	0	0	0	0	0	6	2	2	0	0	0	0
PXDNL	1	13	8	17	15	73	31	9	2	2	0	7
ENSG00000253123	0	9	0	12	12	20	5	6	1	0	0	0
PDCL3P1	0	1	0	2	1	3	2	1	0	0	0	1
ENSG00000254136	0	12	0	13	47	16	17	34	0	0	0	0
IGLV8OR8-1	0	1	0	3	1	0	0	1	0	0	0	0
RPL3P9	199	1	100	5	8	1	0	7	227	126	105	150
ENSG00000251354	5	2	0	1	4	6	1	2	2	1	0	2
ZFHX4	155	81	31	132	157	78	49	136	118	93	55	38
ENSG00000253659	0	5	0	6	6	5	3	2	0	0	0	0
ENSG00000254204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254051	0	1	0	0	4	3	1	0	0	0	0	0
MRPL9P1	0	5	1	3	6	3	2	4	1	0	0	0
CLVS1	102	21	75	32	24	24	15	36	46	89	47	27
ENSG00000254775	0	20	0	47	63	32	13	38	1	0	1	0
ENSG00000253849	0	0	0	1	0	0	0	0	0	0	0	0
ARMC1	892	94	559	130	194	156	82	149	859	680	715	595
ENSG00000253235	0	4	0	7	4	5	2	4	0	0	0	0
ENSG00000253216	0	0	0	1	2	1	0	2	0	0	0	0
ALG1L11P	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000287185	0	11	1	12	18	21	4	8	0	0	0	0
XKR9	2	16	0	14	21	31	16	35	3	3	3	0
ENSG00000253340	0	0	0	2	0	1	0	3	0	0	0	0
ENSG00000253762	0	11	0	15	17	4	6	34	0	0	0	0
ENSG00000254330	0	7	0	7	24	22	8	15	0	0	0	0
PAG1	2428	130	820	165	304	175	89	198	1835	1837	1538	924
ENSG00000254177	0	6	0	8	7	13	7	10	0	0	1	0
ENSG00000228984	0	1	0	0	0	3	2	1	0	0	0	1
VENTXP6	0	3	0	3	2	0	2	0	0	0	0	1
ENSG00000272264	15	5	4	1	1	1	2	1	20	6	11	9
COX6CP8	0	0	0	0	1	0	3	0	0	0	0	0
ENSG00000250979	1	7	0	8	25	17	3	13	1	0	2	2
SULF1	3	18	0	28	45	37	12	44	0	7	0	0
ENSG00000254086	0	0	0	1	3	1	2	2	0	0	0	0
IFITM8P	0	0	0	0	4	4	0	1	1	0	0	0
ENSG00000276418	0	0	0	0	0	0	0	0	0	0	0	0
C8orf34	0	11	0	20	18	25	24	24	0	0	0	0
LINC00967	0	8	0	5	15	8	4	5	0	0	0	0
ENSG00000253423	0	1	0	0	5	5	0	3	0	0	0	0
CA3	0	1	0	2	8	4	6	0	1	0	1	5
REXO1L5P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253983	0	5	0	7	0	4	4	4	0	0	0	0
NARS1P2	0	3	0	4	0	8	1	2	0	0	0	0
ENSG00000253238	1	15	0	29	45	20	18	41	0	1	0	1
C12orf29P3	0	3	0	3	6	4	2	0	0	0	0	0
DPPA3P9	0	0	0	1	0	0	1	0	0	0	0	0
HNF4G	143	57	34	143	87	66	26	138	76	88	30	19
ENSG00000213791	18	1	40	0	1	5	1	4	16	32	34	10
LINC01109	0	6	0	2	12	8	1	8	0	0	0	0
BPNT2	1050	76	789	105	112	143	66	94	1029	814	982	641
REXO1L11P	0	0	0	0	0	0	0	0	0	0	0	0
RPL13AP18	29	1	4	0	0	0	1	2	32	4	9	28
HIGD1AP18	0	5	0	1	1	0	2	2	0	0	0	1
LINC02849	0	3	0	4	1	10	1	2	0	0	0	0
RBIS	848	24	389	47	67	79	31	62	821	371	423	588
NPM1P6	35	0	13	3	2	2	1	3	33	11	7	13
ENSG00000254383	0	1	0	1	6	3	0	4	0	0	0	0
STAU2	809	107	444	170	187	195	90	166	698	592	493	500
ENSG00000272425	3	2	0	4	20	6	4	8	2	2	0	0
ENSG00000274343	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253383	0	1	0	4	10	0	1	7	0	0	0	0
ENSG00000253836	0	2	0	0	5	5	0	5	0	0	0	0
LINC02984	0	22	0	18	19	27	13	32	0	0	0	0
PKIA-AS1	4	28	2	35	67	63	29	41	3	1	4	3
ENSG00000258677	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254020	0	0	0	0	4	2	1	0	0	0	0	0
RPL31P40	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000254392	0	1	0	1	1	2	1	0	0	0	0	0
ENSG00000253577	0	2	0	3	2	7	1	1	0	0	0	0
CALB1	1	19	0	22	26	36	20	31	1	0	1	2
ENSG00000258256	0	11	2	9	46	50	25	16	1	4	0	0
NECAB1	6	15	10	10	26	9	10	15	2	5	10	0
WWP1-AS1	10	60	3	113	102	92	74	97	5	3	1	9
REXO1L8P	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P4	76	0	51	0	1	5	4	1	73	42	54	48
ENSG00000253682	0	15	0	8	2	7	7	6	0	0	0	0
ENSG00000253634	0	6	0	14	13	11	2	10	0	0	0	0
SLC2A13P1	0	1	0	0	0	1	1	0	0	0	0	0
ENSG00000246792	4	57	8	21	108	68	47	52	7	3	16	6
REXO1L1P	0	7	0	11	17	15	1	18	0	0	0	0
ENSG00000254070	0	0	0	0	0	1	0	0	0	0	0	0
ACTBP6	1	4	0	0	4	5	0	1	0	1	0	0
GEM	36	48	111	46	81	92	62	44	68	24	148	64
ENSG00000212989	0	0	0	1	2	0	0	2	0	0	0	0
MMP16	0	12	4	33	59	30	18	32	1	0	0	0
TPM3P3	0	0	0	1	0	1	0	1	1	0	0	0
ENSG00000253391	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000254089	0	1	0	6	4	2	2	17	0	0	0	0
PSKH2	0	5	0	9	26	12	9	7	0	0	0	0
PRDM14	0	3	0	9	5	10	7	2	0	0	0	0
